onset	duration	trial_type	response_time	Endowment	Decision	Offer
4.567792	2	cue_social	n/a	32	n/a	n/a
4.567792	2	cue_social_high	n/a	32	n/a	n/a
6.511151	1.899443	dec_social_high	1.899443	32	n/a	16
6.511151	1.899443	dec_social_high_accept	1.899443	32	accept	16
13.830957	2	cue_social	n/a	32	n/a	n/a
13.830957	2	cue_social_high	n/a	32	n/a	n/a
15.777042	3.216440	dec_social_high	3.216440	32	n/a	3
15.777042	3.216440	dec_social_high_accept	3.216440	32	accept	3
20.604115	2	cue_nonsocial	n/a	16	n/a	n/a
20.604115	2	cue_nonsocial_low	n/a	16	n/a	n/a
22.611027	2.599624	dec_nonsocial_low	2.599624	16	n/a	8
22.611027	2.599624	dec_nonsocial_low_accept	2.599624	16	accept	8
27.502985	2	cue_social	n/a	16	n/a	n/a
27.502985	2	cue_social_low	n/a	16	n/a	n/a
29.443954	1.549974	dec_social_low	1.549974	16	n/a	2
29.443954	1.549974	dec_social_low_reject	1.549974	16	reject	2
34.341824	2	cue_social	n/a	32	n/a	n/a
34.341824	2	cue_social_high	n/a	32	n/a	n/a
36.277020	1.349910	dec_social_high	1.349910	32	n/a	16
36.277020	1.349910	dec_social_high_accept	1.349910	32	accept	16
41.920433	2	cue_nonsocial	n/a	32	n/a	n/a
41.920433	2	cue_nonsocial_high	n/a	32	n/a	n/a
43.926537	1.900631	dec_nonsocial_high	1.900631	32	n/a	8
43.926537	1.900631	dec_nonsocial_high_accept	1.900631	32	accept	8
52.860400	2	cue_social	n/a	32	n/a	n/a
52.860400	2	cue_social_high	n/a	32	n/a	n/a
54.793090	1.417336	dec_social_high	1.417336	32	n/a	16
54.793090	1.417336	dec_social_high_accept	1.417336	32	accept	16
59.620865	2	cue_nonsocial	n/a	16	n/a	n/a
59.620865	2	cue_nonsocial_low	n/a	16	n/a	n/a
61.626530	1.167187	dec_nonsocial_low	1.167187	16	n/a	2
61.626530	1.167187	dec_nonsocial_low_reject	1.167187	16	reject	2
68.887310	2	cue_nonsocial	n/a	32	n/a	n/a
68.887310	2	cue_nonsocial_high	n/a	32	n/a	n/a
70.894100	1.183092	dec_nonsocial_high	1.183092	32	n/a	2
70.894100	1.183092	dec_nonsocial_high_reject	1.183092	32	reject	2
75.787740	2	cue_social	n/a	32	n/a	n/a
75.787740	2	cue_social_high	n/a	32	n/a	n/a
77.728050	1.883103	dec_social_high	1.883103	32	n/a	3
77.728050	1.883103	dec_social_high_accept	1.883103	32	accept	3
84.970550	2	cue_nonsocial	n/a	16	n/a	n/a
84.970550	2	cue_nonsocial_low	n/a	16	n/a	n/a
86.977040	1.866083	dec_nonsocial_low	1.866083	16	n/a	2
86.977040	1.866083	dec_nonsocial_low_reject	1.866083	16	reject	2
91.803276	2	cue_nonsocial	n/a	16	n/a	n/a
91.803276	2	cue_nonsocial_low	n/a	16	n/a	n/a
93.810800	1.782967	dec_nonsocial_low	1.782967	16	n/a	8
93.810800	1.782967	dec_nonsocial_low_accept	1.782967	16	accept	8
98.705010	2	cue_social	n/a	32	n/a	n/a
98.705010	2	cue_social_high	n/a	32	n/a	n/a
100.643135	1.517117	dec_social_high	1.517117	32	n/a	2
100.643135	1.517117	dec_social_high_reject	1.517117	32	reject	2
107.886930	2	cue_nonsocial	n/a	32	n/a	n/a
107.886930	2	cue_nonsocial_high	n/a	32	n/a	n/a
109.893000	2.167087	dec_nonsocial_high	2.167087	32	n/a	2
109.893000	2.167087	dec_nonsocial_high_reject	2.167087	32	reject	2
115.537120	2	cue_nonsocial	n/a	32	n/a	n/a
115.537120	2	cue_nonsocial_high	n/a	32	n/a	n/a
117.544010	1.533157	dec_nonsocial_high	1.533157	32	n/a	16
117.544010	1.533157	dec_nonsocial_high_accept	1.533157	32	accept	16
122.476740	2	cue_social	n/a	32	n/a	n/a
122.476740	2	cue_social_high	n/a	32	n/a	n/a
124.377045	1.616307	dec_social_high	1.616307	32	n/a	8
124.377045	1.616307	dec_social_high_accept	1.616307	32	accept	8
130.078120	2	cue_social	n/a	16	n/a	n/a
130.078120	2	cue_social_low	n/a	16	n/a	n/a
132.027020	1.416356	dec_social_low	1.416356	16	n/a	4
132.027020	1.416356	dec_social_low_accept	1.416356	16	accept	4
137.712950	2	cue_social	n/a	32	n/a	n/a
137.712950	2	cue_social_high	n/a	32	n/a	n/a
139.678070	1.398928	dec_social_high	1.398928	32	n/a	16
139.678070	1.398928	dec_social_high_accept	1.398928	32	accept	16
144.503310	2	cue_nonsocial	n/a	32	n/a	n/a
144.503310	2	cue_nonsocial_high	n/a	32	n/a	n/a
