onset	duration	trial_type	response_time	Endowment	Decision	Offer
4.558257	2	cue_social	n/a	16	n/a	n/a
4.558257	2	cue_social_low	n/a	16	n/a	n/a
6.520945	1.299922	dec_social_low	1.299922	16	n/a	2
6.520945	1.299922	dec_social_low_reject	1.299922	16	reject	2
12.164383	2	cue_nonsocial	n/a	32	n/a	n/a
12.164383	2	cue_nonsocial_high	n/a	32	n/a	n/a
14.172025	1.749041	dec_nonsocial_high	1.749041	32	n/a	2
14.172025	1.749041	dec_nonsocial_high_reject	1.749041	32	reject	2
18.997747	2	cue_nonsocial	n/a	32	n/a	n/a
18.997747	2	cue_nonsocial_high	n/a	32	n/a	n/a
21.003586	1.050504	dec_nonsocial_high	1.050504	32	n/a	2
21.003586	1.050504	dec_nonsocial_high_reject	1.050504	32	reject	2
25.889503	2	cue_social	n/a	32	n/a	n/a
25.889503	2	cue_social_high	n/a	32	n/a	n/a
27.837069	1.200580	dec_social_high	1.200580	32	n/a	16
27.837069	1.200580	dec_social_high_accept	1.200580	32	accept	16
32.664010	2	cue_nonsocial	n/a	16	n/a	n/a
32.664010	2	cue_nonsocial_low	n/a	16	n/a	n/a
34.670950	1.066165	dec_nonsocial_low	1.066165	16	n/a	4
34.670950	1.066165	dec_nonsocial_low_accept	1.066165	16	accept	4
39.592957	2	cue_social	n/a	32	n/a	n/a
39.592957	2	cue_social_high	n/a	32	n/a	n/a
41.504490	1.065881	dec_social_high	1.065881	32	n/a	16
41.504490	1.065881	dec_social_high_accept	1.065881	32	accept	16
48.782223	2	cue_social	n/a	16	n/a	n/a
48.782223	2	cue_social_low	n/a	16	n/a	n/a
50.770164	1.083797	dec_social_low	1.083797	16	n/a	1
50.770164	1.083797	dec_social_low_reject	1.083797	16	reject	1
55.676003	2	cue_social	n/a	32	n/a	n/a
55.676003	2	cue_social_high	n/a	32	n/a	n/a
57.604010	1.250217	dec_social_high	1.250217	32	n/a	3
57.604010	1.250217	dec_social_high_reject	1.250217	32	reject	3
64.847786	2	cue_nonsocial	n/a	32	n/a	n/a
64.847786	2	cue_nonsocial_high	n/a	32	n/a	n/a
66.854730	1.349490	dec_nonsocial_high	1.349490	32	n/a	8
66.854730	1.349490	dec_nonsocial_high_accept	1.349490	32	accept	8
71.680860	2	cue_nonsocial	n/a	32	n/a	n/a
71.680860	2	cue_nonsocial_high	n/a	32	n/a	n/a
73.687690	1.149780	dec_nonsocial_high	1.149780	32	n/a	2
73.687690	1.149780	dec_nonsocial_high_reject	1.149780	32	reject	2
78.514260	2	cue_nonsocial	n/a	16	n/a	n/a
78.514260	2	cue_nonsocial_low	n/a	16	n/a	n/a
80.520110	1.100599	dec_nonsocial_low	1.100599	16	n/a	8
80.520110	1.100599	dec_nonsocial_low_accept	1.100599	16	accept	8
86.164340	2	cue_nonsocial	n/a	32	n/a	n/a
86.164340	2	cue_nonsocial_high	n/a	32	n/a	n/a
88.171010	1.149542	dec_nonsocial_high	1.149542	32	n/a	2
88.171010	1.149542	dec_nonsocial_high_reject	1.149542	32	reject	2
93.814125	2	cue_nonsocial	n/a	32	n/a	n/a
93.814125	2	cue_nonsocial_high	n/a	32	n/a	n/a
95.820656	1.850098	dec_nonsocial_high	1.850098	32	n/a	3
95.820656	1.850098	dec_nonsocial_high_reject	1.850098	32	reject	3
100.647480	2	cue_nonsocial	n/a	16	n/a	n/a
100.647480	2	cue_nonsocial_low	n/a	16	n/a	n/a
102.654060	0.933206	dec_nonsocial_low	0.933206	16	n/a	4
102.654060	0.933206	dec_nonsocial_low_accept	0.933206	16	accept	4
113.194460	2	cue_social	n/a	16	n/a	n/a
113.194460	2	cue_social_low	n/a	16	n/a	n/a
115.137085	0.933625	dec_social_low	0.933625	16	n/a	4
115.137085	0.933625	dec_social_low_accept	0.933625	16	accept	4
120.844540	2	cue_social	n/a	32	n/a	n/a
120.844540	2	cue_social_high	n/a	32	n/a	n/a
122.787270	1.166243	dec_social_high	1.166243	32	n/a	16
122.787270	1.166243	dec_social_high_accept	1.166243	32	accept	16
127.614136	2	cue_nonsocial	n/a	32	n/a	n/a
127.614136	2	cue_nonsocial_high	n/a	32	n/a	n/a
129.621540	2.049252	dec_nonsocial_high	2.049252	32	n/a	8
129.621540	2.049252	dec_nonsocial_high_accept	2.049252	32	accept	8
134.514530	2	cue_social	n/a	16	n/a	n/a
134.514530	2	cue_social_low	n/a	16	n/a	n/a
136.455030	1.232275	dec_social_low	1.232275	16	n/a	8
136.455030	1.232275	dec_social_low_accept	1.232275	16	accept	8
141.363880	2	cue_social	n/a	16	n/a	n/a
141.363880	2	cue_social_low	n/a	16	n/a	n/a
143.287670	1.366365	dec_social_low	1.366365	16	n/a	4
143.287670	1.366365	dec_social_low_accept	1.366365	16	accept	4
