onset	duration	trial_type	response_time	Endowment	Decision	Offer
4.505070	2	cue_nonsocial	n/a	16	n/a	n/a
4.505070	2	cue_nonsocial_low	n/a	16	n/a	n/a
6.511163	1.383801	dec_nonsocial_low	1.383801	16	n/a	4
6.511163	1.383801	dec_nonsocial_low_accept	1.383801	16	accept	4
12.154350	2	cue_nonsocial	n/a	32	n/a	n/a
12.154350	2	cue_nonsocial_high	n/a	32	n/a	n/a
14.162057	1.715644	dec_nonsocial_high	1.715644	32	n/a	2
14.162057	1.715644	dec_nonsocial_high_accept	1.715644	32	accept	2
19.066008	2	cue_social	n/a	16	n/a	n/a
19.066008	2	cue_social_low	n/a	16	n/a	n/a
20.993930	1.867415	dec_social_low	1.867415	16	n/a	2
20.993930	1.867415	dec_social_low_accept	1.867415	16	accept	2
26.701475	2	cue_social	n/a	32	n/a	n/a
26.701475	2	cue_social_high	n/a	32	n/a	n/a
28.627527	1.183216	dec_social_high	1.183216	32	n/a	8
28.627527	1.183216	dec_social_high_accept	1.183216	32	accept	8
34.337196	2	cue_social	n/a	16	n/a	n/a
34.337196	2	cue_social_low	n/a	16	n/a	n/a
36.277550	1.300408	dec_social_low	1.300408	16	n/a	8
36.277550	1.300408	dec_social_low_accept	1.300408	16	accept	8
41.157005	2	cue_social	n/a	16	n/a	n/a
41.157005	2	cue_social_low	n/a	16	n/a	n/a
43.111065	1.133710	dec_social_low	1.133710	16	n/a	2
43.111065	1.133710	dec_social_low_accept	1.133710	16	accept	2
50.424606	2	cue_social	n/a	16	n/a	n/a
50.424606	2	cue_social_low	n/a	16	n/a	n/a
52.361046	1.733558	dec_social_low	1.733558	16	n/a	4
52.361046	1.733558	dec_social_low_accept	1.733558	16	accept	4
58.004520	2	cue_nonsocial	n/a	16	n/a	n/a
58.004520	2	cue_nonsocial_low	n/a	16	n/a	n/a
60.010060	1.584600	dec_nonsocial_low	1.584600	16	n/a	4
60.010060	1.584600	dec_nonsocial_low_accept	1.584600	16	accept	4
64.837490	2	cue_nonsocial	n/a	16	n/a	n/a
64.837490	2	cue_nonsocial_low	n/a	16	n/a	n/a
66.844000	1.616737	dec_nonsocial_low	1.616737	16	n/a	2
66.844000	1.616737	dec_nonsocial_low_accept	1.616737	16	accept	2
71.671684	2	cue_nonsocial	n/a	32	n/a	n/a
71.671684	2	cue_nonsocial_high	n/a	32	n/a	n/a
73.678000	1.765884	dec_nonsocial_high	1.765884	32	n/a	3
73.678000	1.765884	dec_nonsocial_high_reject	1.765884	32	reject	3
78.537340	2	cue_social	n/a	32	n/a	n/a
78.537340	2	cue_social_high	n/a	32	n/a	n/a
80.510086	1.500843	dec_social_high	1.500843	32	n/a	16
80.510086	1.500843	dec_social_high_accept	1.500843	32	accept	16
85.438840	2	cue_social	n/a	32	n/a	n/a
85.438840	2	cue_social_high	n/a	32	n/a	n/a
87.344540	1.866082	dec_social_high	1.866082	32	n/a	3
87.344540	1.866082	dec_social_high_reject	1.866082	32	reject	3
93.041520	2	cue_social	n/a	32	n/a	n/a
93.041520	2	cue_social_high	n/a	32	n/a	n/a
94.995026	2.499635	dec_social_high	2.499635	32	n/a	2
94.995026	2.499635	dec_social_high_reject	2.499635	32	reject	2
100.637430	2	cue_nonsocial	n/a	32	n/a	n/a
100.637430	2	cue_nonsocial_high	n/a	32	n/a	n/a
102.644040	1.216477	dec_nonsocial_high	1.216477	32	n/a	16
102.644040	1.216477	dec_nonsocial_high_accept	1.216477	32	accept	16
109.887566	2	cue_nonsocial	n/a	16	n/a	n/a
109.887566	2	cue_nonsocial_low	n/a	16	n/a	n/a
111.894356	1.650207	dec_nonsocial_low	1.650207	16	n/a	2
111.894356	1.650207	dec_nonsocial_low_accept	1.650207	16	accept	2
117.586040	2	cue_social	n/a	16	n/a	n/a
117.586040	2	cue_social_low	n/a	16	n/a	n/a
119.528050	1.049450	dec_social_low	1.049450	16	n/a	4
119.528050	1.049450	dec_social_low_accept	1.049450	16	accept	4
124.353966	2	cue_nonsocial	n/a	32	n/a	n/a
124.353966	2	cue_nonsocial_high	n/a	32	n/a	n/a
126.360950	1.233405	dec_nonsocial_high	1.233405	32	n/a	8
126.360950	1.233405	dec_nonsocial_high_accept	1.233405	32	accept	8
135.220890	2	cue_nonsocial	n/a	32	n/a	n/a
