onset	duration	trial_type	response_time	Endowment	Decision	Offer
4.583128	2	cue_social	n/a	32	n/a	n/a
4.583128	2	cue_social_high	n/a	32	n/a	n/a
6.515415	1.816557	dec_social_high	1.816557	32	n/a	16
6.515415	1.816557	dec_social_high_accept	1.816557	32	accept	16
13.834467	2	cue_social	n/a	32	n/a	n/a
13.834467	2	cue_social_high	n/a	32	n/a	n/a
15.782945	2.648866	dec_social_high	2.648866	32	n/a	3
15.782945	2.648866	dec_social_high_reject	2.648866	32	reject	3
20.608670	2	cue_nonsocial	n/a	16	n/a	n/a
20.608670	2	cue_nonsocial_low	n/a	16	n/a	n/a
22.615320	2.049941	dec_nonsocial_low	2.049941	16	n/a	8
22.615320	2.049941	dec_nonsocial_low_accept	2.049941	16	accept	8
27.515434	2	cue_social	n/a	16	n/a	n/a
27.515434	2	cue_social_low	n/a	16	n/a	n/a
29.448227	1.933227	dec_social_low	1.933227	16	n/a	2
29.448227	1.933227	dec_social_low_reject	1.933227	16	reject	2
34.343933	2	cue_social	n/a	32	n/a	n/a
34.343933	2	cue_social_high	n/a	32	n/a	n/a
36.282856	1.115065	dec_social_high	1.115065	32	n/a	16
36.282856	1.115065	dec_social_high_accept	1.115065	32	accept	16
41.924973	2	cue_nonsocial	n/a	32	n/a	n/a
41.924973	2	cue_nonsocial_high	n/a	32	n/a	n/a
43.931953	1.199941	dec_nonsocial_high	1.199941	32	n/a	8
43.931953	1.199941	dec_nonsocial_high_accept	1.199941	32	accept	8
52.871765	2	cue_social	n/a	32	n/a	n/a
52.871765	2	cue_social_high	n/a	32	n/a	n/a
54.798542	1.216566	dec_social_high	1.216566	32	n/a	16
54.798542	1.216566	dec_social_high_accept	1.216566	32	accept	16
59.625050	2	cue_nonsocial	n/a	16	n/a	n/a
59.625050	2	cue_nonsocial_low	n/a	16	n/a	n/a
61.632935	2.315043	dec_nonsocial_low	2.315043	16	n/a	2
61.632935	2.315043	dec_nonsocial_low_accept	2.315043	16	accept	2
68.892090	2	cue_nonsocial	n/a	32	n/a	n/a
68.892090	2	cue_nonsocial_high	n/a	32	n/a	n/a
70.899020	1.815747	dec_nonsocial_high	1.815747	32	n/a	2
70.899020	1.815747	dec_nonsocial_high_accept	1.815747	32	accept	2
75.795990	2	cue_social	n/a	32	n/a	n/a
75.795990	2	cue_social_high	n/a	32	n/a	n/a
77.731830	2.216197	dec_social_high	2.216197	32	n/a	3
