onset	duration	trial_type	response_time	Endowment	Decision	Offer
4.505827	2	cue_nonsocial	n/a	16	n/a	n/a
4.505827	2	cue_nonsocial_low	n/a	16	n/a	n/a
6.512935	1.599696	dec_nonsocial_low	1.599696	16	n/a	1
6.512935	1.599696	dec_nonsocial_low_accept	1.599696	16	accept	1
11.440265	2	cue_social	n/a	32	n/a	n/a
11.440265	2	cue_social_high	n/a	32	n/a	n/a
13.345821	1.649995	dec_social_high	1.649995	32	n/a	8
13.345821	1.649995	dec_social_high_accept	1.649995	32	accept	8
19.075197	2	cue_social	n/a	16	n/a	n/a
19.075197	2	cue_social_low	n/a	16	n/a	n/a
20.996181	2.082725	dec_social_low	2.082725	16	n/a	8
20.996181	2.082725	dec_social_low_accept	2.082725	16	accept	8
26.639530	2	cue_nonsocial	n/a	32	n/a	n/a
26.639530	2	cue_nonsocial_high	n/a	32	n/a	n/a
28.645744	2.950154	dec_nonsocial_high	2.950154	32	n/a	2
28.645744	2.950154	dec_nonsocial_high_reject	2.950154	32	reject	2
33.472267	2	cue_nonsocial	n/a	32	n/a	n/a
33.472267	2	cue_nonsocial_high	n/a	32	n/a	n/a
35.479458	1.899589	dec_nonsocial_high	1.899589	32	n/a	3
35.479458	1.899589	dec_nonsocial_high_reject	1.899589	32	reject	3
40.306316	2	cue_nonsocial	n/a	32	n/a	n/a
40.306316	2	cue_nonsocial_high	n/a	32	n/a	n/a
42.312798	1.899782	dec_nonsocial_high	1.899782	32	n/a	8
42.312798	1.899782	dec_nonsocial_high_accept	1.899782	32	accept	8
47.139652	2	cue_nonsocial	n/a	16	n/a	n/a
47.139652	2	cue_nonsocial_low	n/a	16	n/a	n/a
49.146145	1.833143	dec_nonsocial_low	1.833143	16	n/a	8
49.146145	1.833143	dec_nonsocial_low_accept	1.833143	16	accept	8
58.095665	2	cue_social	n/a	32	n/a	n/a
58.095665	2	cue_social_high	n/a	32	n/a	n/a
60.011894	2.434313	dec_social_high	2.434313	32	n/a	8
60.011894	2.434313	dec_social_high_reject	2.434313	32	reject	8
70.582460	2	cue_social	n/a	32	n/a	n/a
70.582460	2	cue_social_high	n/a	32	n/a	n/a
72.496610	2.415497	dec_social_high	2.415497	32	n/a	2
72.496610	2.415497	dec_social_high_reject	2.415497	32	reject	2
78.212270	2	cue_social	n/a	16	n/a	n/a
78.212270	2	cue_social_low	n/a	16	n/a	n/a
80.145744	1.749932	dec_social_low	1.749932	16	n/a	4
80.145744	1.749932	dec_social_low_accept	1.749932	16	accept	4
84.972850	2	cue_nonsocial	n/a	16	n/a	n/a
84.972850	2	cue_nonsocial_low	n/a	16	n/a	n/a
86.979030	1.283494	dec_nonsocial_low	1.283494	16	n/a	8
86.979030	1.283494	dec_nonsocial_low_accept	1.283494	16	accept	8
92.689026	2	cue_social	n/a	32	n/a	n/a
92.689026	2	cue_social_high	n/a	32	n/a	n/a
94.629555	1.999237	dec_social_high	1.999237	32	n/a	2
94.629555	1.999237	dec_social_high_reject	1.999237	32	reject	2
101.872760	2	cue_nonsocial	n/a	16	n/a	n/a
101.872760	2	cue_nonsocial_low	n/a	16	n/a	n/a
103.879510	1.615903	dec_nonsocial_low	1.615903	16	n/a	1
103.879510	1.615903	dec_nonsocial_low_accept	1.615903	16	accept	1
108.705666	2	cue_nonsocial	n/a	32	n/a	n/a
108.705666	2	cue_nonsocial_high	n/a	32	n/a	n/a
110.713080	2.015345	dec_nonsocial_high	2.015345	32	n/a	3
110.713080	2.015345	dec_nonsocial_high_reject	2.015345	32	reject	3
117.972664	2	cue_nonsocial	n/a	32	n/a	n/a
117.972664	2	cue_nonsocial_high	n/a	32	n/a	n/a
119.979040	1.516581	dec_nonsocial_high	1.516581	32	n/a	16
119.979040	1.516581	dec_nonsocial_high_accept	1.516581	32	accept	16
128.839420	2	cue_nonsocial	n/a	16	n/a	n/a
128.839420	2	cue_nonsocial_low	n/a	16	n/a	n/a
130.845250	1.366553	dec_nonsocial_low	1.366553	16	n/a	4
130.845250	1.366553	dec_nonsocial_low_accept	1.366553	16	accept	4
135.763890	2	cue_social	n/a	32	n/a	n/a
135.763890	2	cue_social_high	n/a	32	n/a	n/a
137.679920	1.832653	dec_social_high	1.832653	32	n/a	3
137.679920	1.832653	dec_social_high_reject	1.832653	32	reject	3
144.939450	2	cue_nonsocial	n/a	32	n/a	n/a
144.939450	2	cue_nonsocial_high	n/a	32	n/a	n/a
146.946140	1.482950	dec_nonsocial_high	1.482950	32	n/a	8
146.946140	1.482950	dec_nonsocial_high_accept	1.482950	32	accept	8
151.890080	2	cue_social	n/a	16	n/a	n/a
151.890080	2	cue_social_low	n/a	16	n/a	n/a
153.779560	1.265922	dec_social_low	1.265922	16	n/a	1
153.779560	1.265922	dec_social_low_accept	1.265922	16	accept	1
158.605260	2	cue_nonsocial	n/a	16	n/a	n/a
158.605260	2	cue_nonsocial_low	n/a	16	n/a	n/a
160.613200	2.149142	dec_nonsocial_low	2.149142	16	n/a	8
160.613200	2.149142	dec_nonsocial_low_accept	2.149142	16	accept	8
165.531070	2	cue_social	n/a	16	n/a	n/a
165.531070	2	cue_social_low	n/a	16	n/a	n/a
167.445110	2.001428	dec_social_low	2.001428	16	n/a	8
167.445110	2.001428	dec_social_low_accept	2.001428	16	accept	8
172.356100	2	cue_social	n/a	16	n/a	n/a
172.356100	2	cue_social_low	n/a	16	n/a	n/a
174.278960	1.749929	dec_social_low	1.749929	16	n/a	2
174.278960	1.749929	dec_social_low_accept	1.749929	16	accept	2
183.138750	2	cue_nonsocial	n/a	32	n/a	n/a
183.138750	2	cue_nonsocial_high	n/a	32	n/a	n/a
185.145510	1.466312	dec_nonsocial_high	1.466312	32	n/a	3
185.145510	1.466312	dec_nonsocial_high_reject	1.466312	32	reject	3
189.972560	2	cue_nonsocial	n/a	32	n/a	n/a
189.972560	2	cue_nonsocial_high	n/a	32	n/a	n/a
191.978780	1.300027	dec_nonsocial_high	1.300027	32	n/a	16
191.978780	1.300027	dec_nonsocial_high_accept	1.300027	32	accept	16
196.870880	2	cue_social	n/a	32	n/a	n/a
196.870880	2	cue_social_high	n/a	32	n/a	n/a
198.812030	2.100287	dec_social_high	2.100287	32	n/a	8
198.812030	2.100287	dec_social_high_accept	2.100287	32	accept	8
203.699000	2	cue_social	n/a	16	n/a	n/a
203.699000	2	cue_social_low	n/a	16	n/a	n/a
205.646620	1.482231	dec_social_low	1.482231	16	n/a	8
205.646620	1.482231	dec_social_low_accept	1.482231	16	accept	8
210.472400	2	cue_nonsocial	n/a	32	n/a	n/a
210.472400	2	cue_nonsocial_high	n/a	32	n/a	n/a
212.478870	1.865996	dec_nonsocial_high	1.865996	32	n/a	2
212.478870	1.865996	dec_nonsocial_high_reject	1.865996	32	reject	2
217.371580	2	cue_social	n/a	16	n/a	n/a
217.371580	2	cue_social_low	n/a	16	n/a	n/a
219.312070	2.316237	dec_social_low	2.316237	16	n/a	2
219.312070	2.316237	dec_social_low_reject	2.316237	16	reject	2
226.629930	2	cue_social	n/a	16	n/a	n/a
226.629930	2	cue_social_low	n/a	16	n/a	n/a
228.561630	2.100187	dec_social_low	2.100187	16	n/a	2
228.561630	2.100187	dec_social_low_reject	2.100187	16	reject	2
235.895970	2	cue_social	n/a	32	n/a	n/a
235.895970	2	cue_social_high	n/a	32	n/a	n/a
237.812850	1.332603	dec_social_high	1.332603	32	n/a	8
237.812850	1.332603	dec_social_high_accept	1.332603	32	accept	8
